,id_processo,data,status,tipo_da_acao,comarca,tipo_movimento,julgamento
4151,2970,2019-04-16,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,True
4152,3178,2019-02-13,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4153,9594,2018-07-01,Em andamento,Ação Penal,Comarca de Santo André,Execução de sentença,True
4154,8544,2022-03-24,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
4155,3076,2020-11-27,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
4156,3443,2019-03-05,Concluído,Ação Penal,Comarca de Santo André,Processo iniciado,False
4157,9720,2021-12-27,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
4158,8806,2022-02-10,Em andamento,Ação Civil Pública,Comarca de Santo André,Execução de sentença,False
4159,4499,2017-02-18,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4160,872,2018-11-26,Arquivado,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,False
4161,3460,2017-05-28,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4162,2265,2021-04-19,Arquivado,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
4163,7381,2022-02-26,Arquivado,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
4164,242,2022-01-11,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,False
4165,9755,2016-10-08,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
4166,6579,2021-08-01,Em andamento,Ação Penal,Comarca de Osasco,Processo iniciado,True
4167,248,2018-10-22,Concluído,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,True
4168,5936,2020-08-22,Concluído,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,False
4169,7900,2019-12-30,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,False
4170,1987,2019-11-28,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,False
4171,2450,2019-12-09,Em andamento,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
4172,8480,2016-05-18,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
4173,465,2021-08-02,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4174,4489,2017-10-11,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,True
4175,4220,2021-08-05,Em andamento,Ação de Indenização,Comarca de Santo André,Execução de sentença,False
4176,1337,2022-09-02,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
4177,1176,2021-02-01,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4178,8292,2022-05-24,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
4179,3399,2018-11-24,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4180,2791,2018-11-20,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,False
4181,5798,2022-10-31,Concluído,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
4182,3566,2020-10-10,Arquivado,Ação de Indenização,Comarca de São Paulo,Processo iniciado,True
4183,8559,2018-05-20,Em andamento,Ação de Indenização,Comarca de Santo André,Processo iniciado,True
4184,176,2021-04-24,Em andamento,Ação de Indenização,Comarca de Santo André,Processo iniciado,True
4185,3875,2017-06-25,Em andamento,Ação de Indenização,Comarca de Santo André,Execução de sentença,True
4186,1025,2018-12-19,Concluído,Ação Penal,Comarca de São Paulo,Execução de sentença,True
4187,6032,2021-08-08,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4188,1576,2018-09-05,Concluído,Ação de Indenização,Comarca de São Paulo,Processo iniciado,True
4189,2619,2021-12-21,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
4190,359,2018-07-12,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,True
4191,6347,2018-01-12,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
4192,661,2020-01-02,Em andamento,Ação Penal,Comarca de São Paulo,Execução de sentença,False
4193,7424,2021-10-30,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
4194,3372,2016-03-19,Concluído,Ação de Indenização,Comarca de São Paulo,Execução de sentença,False
4195,1995,2020-07-27,Em andamento,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
4196,7740,2019-04-25,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,False
4197,4693,2016-01-21,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
4198,2118,2018-05-14,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4199,9860,2022-12-20,Concluído,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,False
4200,1498,2021-08-15,Concluído,Ação de Indenização,Comarca de Santo André,Execução de sentença,False
4201,3308,2018-12-11,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,True
4202,2996,2022-11-19,Em andamento,Ação Penal,Comarca de Osasco,Processo iniciado,False
4203,4113,2018-01-11,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
4204,9008,2020-01-04,Concluído,Ação de Indenização,Comarca de Santo André,Processo iniciado,True
4205,6721,2022-05-13,Concluído,Ação Penal,Comarca de Osasco,Execução de sentença,True
4206,1267,2021-01-29,Arquivado,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
4207,4987,2017-05-05,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4208,739,2018-04-04,Concluído,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
4209,2799,2017-05-13,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4210,9792,2018-07-12,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
4211,6838,2022-03-01,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
4212,4062,2017-09-03,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
4213,9600,2019-08-28,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,True
4214,3643,2020-12-12,Em andamento,Ação Penal,Comarca de Santo André,Execução de sentença,True
4215,8397,2017-07-24,Concluído,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
4216,5870,2020-06-08,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4217,3162,2022-12-28,Arquivado,Ação Penal,Comarca de Santo André,Execução de sentença,False
4218,6496,2019-01-15,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
4219,1711,2020-12-09,Em andamento,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
4220,8718,2017-08-16,Em andamento,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
4221,5398,2021-05-31,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4222,525,2016-08-29,Concluído,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
4223,7482,2020-02-19,Em andamento,Ação Penal,Comarca de Osasco,Processo iniciado,True
4224,2114,2016-02-16,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
4225,3391,2018-11-28,Concluído,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
4226,4882,2021-03-04,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
4227,5701,2020-08-03,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
4228,5752,2020-11-03,Concluído,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,False
4229,8892,2018-01-10,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,False
4230,4692,2016-07-17,Concluído,Ação Penal,Comarca de São Paulo,Processo iniciado,True
4231,84,2016-03-18,Arquivado,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,False
4232,4160,2021-01-18,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
4233,1049,2018-06-21,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,False
4234,6567,2016-09-23,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
4235,5903,2018-12-09,Concluído,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,True
4236,9071,2021-04-07,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,True
4237,2899,2018-06-20,Concluído,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
4238,9474,2016-09-21,Arquivado,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,True
4239,9963,2021-10-09,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,False
4240,5018,2019-01-01,Concluído,Ação Penal,Comarca de São Paulo,Processo iniciado,True
4241,3050,2017-09-26,Em andamento,Ação de Indenização,Comarca de Santo André,Processo iniciado,False
4242,2364,2019-11-17,Concluído,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
4243,1041,2021-03-15,Concluído,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
4244,6270,2021-08-08,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,False
4245,6523,2020-06-18,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,False
4246,1383,2021-05-22,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,True
4247,5074,2018-07-24,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
4248,4344,2021-02-09,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
4249,9596,2021-07-21,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,False
4250,2152,2020-02-16,Em andamento,Ação Penal,Comarca de Osasco,Processo iniciado,True
4251,8555,2022-10-14,Arquivado,Ação Penal,Comarca de São Paulo,Processo iniciado,True
4252,8183,2017-02-16,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
4253,6854,2017-09-01,Arquivado,Ação de Indenização,Comarca de São Paulo,Processo iniciado,False
4254,5042,2022-11-13,Concluído,Ação Penal,Comarca de São Paulo,Processo iniciado,True
4255,7609,2018-07-20,Em andamento,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,True
4256,4946,2017-01-11,Concluído,Ação de Indenização,Comarca de Santo André,Processo iniciado,False
4257,8767,2020-05-05,Arquivado,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
4258,697,2017-09-21,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
4259,5036,2017-12-11,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
4260,1883,2019-04-13,Concluído,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,True
4261,5105,2018-01-11,Concluído,Ação Penal,Comarca de Santo André,Processo iniciado,True
4262,3381,2022-10-02,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,False
4263,4571,2017-03-12,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4264,4081,2020-01-23,Em andamento,Ação Penal,Comarca de Osasco,Processo iniciado,True
4265,5310,2020-10-08,Em andamento,Ação Penal,Comarca de São Paulo,Execução de sentença,True
4266,8488,2020-04-01,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4267,715,2021-05-01,Concluído,Ação Penal,Comarca de Santo André,Processo iniciado,True
4268,1740,2016-08-27,Em andamento,Ação Penal,Comarca de Osasco,Execução de sentença,False
4269,404,2016-11-27,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
4270,3580,2016-08-21,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
4271,5377,2022-09-25,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
4272,3134,2021-07-19,Concluído,Ação de Indenização,Comarca de São Paulo,Execução de sentença,False
4273,2491,2021-06-18,Em andamento,Ação Penal,Comarca de Santo André,Processo iniciado,False
4274,8477,2018-11-02,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,False
4275,7345,2021-07-27,Concluído,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,False
4276,4483,2016-09-29,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
4277,3995,2016-10-07,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
4278,8070,2017-03-23,Em andamento,Ação Civil Pública,Comarca de Santo André,Execução de sentença,True
4279,8088,2020-02-02,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
4280,998,2017-09-17,Arquivado,Ação Penal,Comarca de São Paulo,Processo iniciado,False
4281,721,2016-09-04,Concluído,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
4282,5964,2017-12-29,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
4283,3596,2019-08-07,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
4284,990,2017-12-08,Arquivado,Ação Penal,Comarca de Santo André,Execução de sentença,False
4285,7797,2016-03-27,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
4286,320,2018-12-14,Em andamento,Ação Penal,Comarca de Santo André,Processo iniciado,False
4287,2100,2017-01-24,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4288,1198,2021-01-11,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,False
4289,3466,2016-11-28,Concluído,Ação Penal,Comarca de Santo André,Processo iniciado,False
4290,3487,2020-07-31,Em andamento,Ação de Indenização,Comarca de Santo André,Execução de sentença,False
4291,1005,2018-10-09,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
4292,5149,2019-12-17,Em andamento,Ação de Indenização,Comarca de São Paulo,Processo iniciado,True
4293,9471,2016-03-27,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,False
4294,5307,2021-04-19,Arquivado,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
4295,8659,2017-04-14,Concluído,Ação Penal,Comarca de São Paulo,Processo iniciado,False
4296,3015,2017-11-09,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4297,1054,2022-06-26,Concluído,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
4298,5493,2019-11-27,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4299,5170,2020-02-13,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
4300,4904,2022-07-28,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
4301,6203,2018-05-16,Em andamento,Ação Penal,Comarca de Osasco,Processo iniciado,False
4302,7988,2022-11-13,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4303,3642,2020-01-06,Em andamento,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
4304,9983,2022-07-11,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,False
4305,5753,2020-05-16,Concluído,Ação de Indenização,Comarca de Santo André,Execução de sentença,True
4306,5943,2020-07-04,Arquivado,Ação Penal,Comarca de Santo André,Execução de sentença,False
4307,4751,2021-12-24,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,False
4308,4703,2018-08-20,Arquivado,Ação Civil Pública,Comarca de Santo André,Execução de sentença,False
4309,8506,2022-05-21,Concluído,Ação de Indenização,Comarca de São Paulo,Processo iniciado,False
4310,9563,2018-08-09,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,False
4311,3626,2020-02-08,Concluído,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
4312,4137,2017-02-08,Em andamento,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
4313,6393,2022-05-20,Em andamento,Ação Penal,Comarca de Osasco,Processo iniciado,True
4314,3022,2018-06-16,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,False
4315,9360,2016-04-26,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4316,4671,2021-01-28,Em andamento,Ação Penal,Comarca de Santo André,Execução de sentença,False
4317,471,2020-06-27,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
4318,5300,2022-12-07,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4319,3671,2018-05-04,Concluído,Ação de Indenização,Comarca de São Paulo,Processo iniciado,True
4320,304,2017-09-09,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,False
4321,4456,2022-09-13,Concluído,Ação Penal,Comarca de São Paulo,Processo iniciado,False
4322,7983,2020-03-12,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4323,2946,2022-05-22,Arquivado,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,True
4324,1749,2018-02-27,Arquivado,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
4325,7447,2021-05-20,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
4326,7086,2018-05-28,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
4327,935,2017-05-14,Em andamento,Ação de Indenização,Comarca de Santo André,Execução de sentença,True
4328,5780,2019-10-12,Concluído,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
4329,3594,2021-06-27,Concluído,Ação Penal,Comarca de Santo André,Execução de sentença,True
4330,1979,2018-11-29,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,False
4331,2498,2022-06-16,Concluído,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
4332,5784,2016-01-03,Em andamento,Ação de Indenização,Comarca de Santo André,Processo iniciado,True
4333,5569,2020-09-14,Concluído,Ação Penal,Comarca de Osasco,Execução de sentença,False
4334,3769,2020-03-09,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,False
4335,7556,2019-04-12,Em andamento,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,True
4336,3803,2018-07-12,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
4337,5276,2016-03-23,Em andamento,Ação Civil Pública,Comarca de Osasco,Processo iniciado,True
4338,7162,2020-11-08,Concluído,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,False
4339,1053,2018-11-01,Em andamento,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,True
4340,1484,2020-05-24,Concluído,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
4341,1257,2019-03-15,Concluído,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
4342,5241,2020-06-25,Arquivado,Ação Penal,Comarca de São Paulo,Processo iniciado,True
4343,2179,2017-01-14,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Execução de sentença,True
4344,8638,2022-11-10,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,True
4345,656,2022-08-28,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4346,667,2016-03-14,Concluído,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,False
4347,4945,2016-09-30,Em andamento,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
4348,6915,2018-03-20,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
4349,4245,2019-06-13,Em andamento,Ação Civil Pública,Comarca de Santo André,Execução de sentença,True
4350,748,2017-10-16,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,False
4351,119,2019-03-19,Arquivado,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
4352,6247,2021-08-01,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
4353,2105,2022-03-14,Em andamento,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
4354,7418,2020-02-20,Arquivado,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,False
4355,8436,2019-05-12,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
4356,406,2019-05-20,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
4357,7352,2019-11-06,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4358,750,2020-01-21,Concluído,Ação Penal,Comarca de São Paulo,Execução de sentença,False
4359,6855,2016-12-16,Arquivado,Ação de Indenização,Comarca de Santo André,Processo iniciado,False
4360,5777,2017-06-23,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4361,9612,2020-05-03,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,False
4362,2016,2019-09-02,Concluído,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
4363,7006,2016-01-05,Concluído,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
4364,9819,2020-09-20,Concluído,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
4365,2482,2020-07-25,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,False
4366,9576,2016-12-15,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,False
4367,3361,2017-04-01,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4368,4657,2018-08-08,Concluído,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
4369,7699,2021-10-07,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,False
4370,2161,2017-09-28,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
4371,6933,2020-11-03,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4372,393,2020-03-29,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,True
4373,9430,2020-09-10,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
4374,1452,2022-10-25,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,True
4375,7484,2020-10-29,Arquivado,Ação Civil Pública,Comarca de Santo André,Processo iniciado,False
4376,4413,2016-07-17,Arquivado,Ação de Indenização,Comarca de Osasco,Processo iniciado,True
4377,5577,2020-05-19,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,True
4378,9000,2020-02-16,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,True
4379,3477,2022-01-19,Em andamento,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
4380,7154,2020-11-11,Em andamento,Ação Penal,Comarca de Santo André,Processo iniciado,False
4381,1952,2021-06-27,Concluído,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
4382,7624,2020-07-26,Em andamento,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
4383,4333,2017-07-13,Em andamento,Ação Penal,Comarca de Osasco,Processo iniciado,True
4384,3996,2018-05-30,Em andamento,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
4385,6092,2019-10-08,Concluído,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
4386,3687,2017-01-09,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4387,7060,2018-10-19,Concluído,Ação Penal,Comarca de São Paulo,Execução de sentença,True
4388,6412,2016-10-02,Concluído,Ação Penal,Comarca de Santo André,Processo iniciado,False
4389,4384,2022-04-23,Arquivado,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
4390,2232,2020-12-31,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Processo iniciado,False
4391,6511,2019-08-15,Em andamento,Ação Penal,Comarca de Santo André,Processo iniciado,True
4392,647,2018-04-10,Em andamento,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,False
4393,844,2021-09-15,Arquivado,Ação Penal,Comarca de Santo André,Processo iniciado,True
4394,7593,2017-10-30,Concluído,Ação Penal,Comarca de São Paulo,Processo iniciado,True
4395,9930,2020-09-09,Concluído,Ação Civil Pública,Comarca de São Paulo,Processo iniciado,False
4396,5802,2017-02-19,Concluído,Ação de Indenização,Comarca de Santo André,Execução de sentença,True
4397,2314,2016-02-25,Em andamento,Ação Civil Pública,Comarca de Santo André,Execução de sentença,True
4398,2555,2019-06-26,Concluído,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
4399,4304,2019-12-16,Em andamento,Ação Civil Pública,Comarca de São Bernardo do Campo,Execução de sentença,True
4400,5502,2019-04-04,Em andamento,Ação Civil Pública,Comarca de Santo André,Execução de sentença,True
4401,8534,2021-01-12,Arquivado,Ação Penal,Comarca de Osasco,Execução de sentença,False
4402,4874,2017-01-20,Arquivado,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
4403,4278,2016-09-07,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
4404,9062,2020-11-15,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,True
4405,2443,2020-01-04,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
4406,7138,2021-07-07,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
4407,8270,2021-12-06,Concluído,Ação de Indenização,Comarca de São Paulo,Processo iniciado,False
4408,2566,2019-03-11,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,True
4409,1415,2020-12-31,Arquivado,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
4410,4262,2020-02-17,Concluído,Ação Penal,Comarca de Santo André,Processo iniciado,False
4411,1860,2017-02-13,Em andamento,Ação Penal,Comarca de São Paulo,Processo iniciado,True
4412,1318,2021-07-08,Arquivado,Ação Civil Pública,Comarca de Osasco,Execução de sentença,False
4413,6799,2022-06-04,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,False
4414,5793,2021-05-11,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,False
4415,6477,2018-04-14,Arquivado,Ação Civil Pública,Comarca de São Bernardo do Campo,Processo iniciado,True
4416,833,2022-04-17,Em andamento,Ação Civil Pública,Comarca de Santo André,Processo iniciado,True
4417,3986,2017-09-17,Arquivado,Ação de Indenização,Comarca de Osasco,Execução de sentença,False
4418,6391,2022-07-30,Concluído,Ação de Indenização,Comarca de São Paulo,Processo iniciado,False
4419,3541,2020-01-19,Arquivado,Ação Penal,Comarca de Santo André,Execução de sentença,False
4420,4798,2022-03-03,Arquivado,Ação Civil Pública,Comarca de São Paulo,Execução de sentença,True
4421,8518,2019-08-29,Arquivado,Ação Penal,Comarca de São Paulo,Execução de sentença,False
4422,1230,2022-01-11,Concluído,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
4423,4884,2022-01-10,Em andamento,Ação Penal,Comarca de São Paulo,Processo iniciado,False
4424,1478,2018-01-21,Em andamento,Ação Penal,Comarca de São Paulo,Processo iniciado,True
4425,3453,2016-09-27,Em andamento,Ação Penal,Comarca de Santo André,Execução de sentença,True
4426,2356,2016-08-29,Concluído,Ação de Indenização,Comarca de São Bernardo do Campo,Processo iniciado,True
4427,9562,2017-09-08,Concluído,Ação Penal,Comarca de Osasco,Processo iniciado,False
4428,7171,2016-04-01,Concluído,Ação Penal,Comarca de Santo André,Execução de sentença,False
4429,436,2016-07-26,Arquivado,Ação de Indenização,Comarca de Osasco,Processo iniciado,False
4430,6381,2021-06-16,Arquivado,Ação Penal,Comarca de Osasco,Processo iniciado,False
4431,9323,2020-09-13,Em andamento,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,False
4432,154,2018-04-17,Em andamento,Ação de Indenização,Comarca de São Paulo,Execução de sentença,True
4433,1251,2018-12-29,Concluído,Ação Penal,Comarca de São Bernardo do Campo,Execução de sentença,True
4434,3444,2022-08-20,Arquivado,Ação Penal,Comarca de Santo André,Execução de sentença,False
4435,4190,2019-01-23,Arquivado,Ação Civil Pública,Comarca de Osasco,Processo iniciado,False
4436,3991,2016-01-04,Concluído,Ação Penal,Comarca de Osasco,Execução de sentença,True
